cdk,district_name,year,geometry_ref,area_sqkm
JH_hazari_1971,Hazaribagh,1971,JH_hazari_1971_geometry,0.0
HP_kangra_1951,Kangra,1951,HP_kangra_1951_geometry,0.0
SK_northd_1981,North District,1981,SK_northd_1981_geometry,0.0
WB_medini_1951,Medinipur,1981,WB_medini_1951_geometry,0.0
HP_kinnau_1961,Kinnaur,1961,HP_kinnau_1961_geometry,0.0
HP_solan_1981,Solan,1981,HP_solan_1981_geometry,0.0
RJ_chitto_1951,Chittaurgarh,2001,RJ_chitto_1951_geometry,0.0
SK_eastdi_1981,East District,1991,SK_eastdi_1981_geometry,0.0
CH_ambala_1961,Ambala,1961,CH_ambala_1961_geometry,0.0
JK_udhamp_1961,Udhampur,2001,JK_udhamp_1961_geometry,0.0
OD_subarn_2011,Subarnapur,2011,OD_subarn_2011_geometry,0.0
UP_ambedk_2001,Ambedkar Nagar,2001,UP_ambedk_2001_geometry,0.0
MH_nashik_1981,Nashik,1981,MH_nashik_1981_geometry,0.0
AS_mikirh_1971,Mikir Hills,1971,AS_mikirh_1971_geometry,0.0
KA_bagalk_2001,Bagalkot,2001,KA_bagalk_2001_geometry,0.0
WB_puruli_1971,Puruliya,1981,WB_puruli_1971_geometry,0.0
WB_jhargr_2024,Jhargram,2024,WB_jhargr_2024_geometry,0.0
GJ_jamnag_1951,Jamnagar,2011,GJ_jamnag_1951_geometry,0.0
UK_almora_1951,Almora,1991,UK_almora_1951_geometry,0.0
MN_imphal_1991,Imphal West,2001,MN_imphal_1991_geometry,0.0
PB_jaland_1971,Jullundur,1971,PB_jaland_1971_geometry,0.0
GJ_navsar_2001,Navsari,2001,GJ_navsar_2001_geometry,0.0
UP_muzaff_2011,Muzaffarnagar,2011,UP_muzaff_2011_geometry,0.0
BR_samast_1981,Samastipur,1981,BR_samast_1981_geometry,0.0
MP_bhopal_1981,Bhopal,1981,MP_bhopal_1981_geometry,0.0
HR_ambala_1951,Ambala,1991,HR_ambala_1951_geometry,0.0
GJ_kheda_1961,Kheda,1971,GJ_kheda_1961_geometry,0.0
CG_bilasp_1991,Bilaspur,2011,CG_bilasp_1991_geometry,0.0
HP_kullu_1981,Kullu,1981,HP_kullu_1981_geometry,0.0
GJ_dohad_2001,Dohad,2001,GJ_dohad_2001_geometry,0.0
TG_nagark_2024,Nagarkurnool,2024,TG_nagark_2024_geometry,0.0
MP_mandsa_1991,Mandsaur,1991,MP_mandsa_1991_geometry,0.0
JK_rajaur_1971,Rajauri,1971,JK_rajaur_1971_geometry,0.0
TG_warang_1951,Warangal,2011,TG_warang_1951_geometry,0.0
MH_sholap_1971,Sholapur,1971,MH_sholap_1971_geometry,0.0
UP_meerut_1951,Meerut,1971,UP_meerut_1951_geometry,0.0
AS_goalpa_1981,Goalpara,1981,AS_goalpa_1981_geometry,0.0
KA_davana_2001,Davanagere,2001,KA_davana_2001_geometry,0.0
MH_greate_1991,Greater Bombay,1991,MH_greate_1991_geometry,0.0
NL_noklak_2024,Noklak,2024,NL_noklak_2024_geometry,0.0
MP_khandw_1961,East Nimar,2001,MP_khandw_1961_geometry,0.0
UK_udhams_2001,Udham Singh Nagar,2001,UK_udhams_2001_geometry,0.0
TN_tiruva_1991,Tiruvannamalai,2011,TN_tiruva_1991_geometry,0.0
WB_darjil_1971,Darjeeling,1971,WB_darjil_1971_geometry,0.0
MN_ukhrul_1991,Ukhrul,2011,MN_ukhrul_1991_geometry,0.0
SK_gyalsh_2024,Gyalshing,2024,SK_gyalsh_2024_geometry,0.0
RJ_pratap_2011,Pratapgarh,2011,RJ_pratap_2011_geometry,0.0
MP_narmad_1951,Narmadapuram,2024,MP_narmad_1951_geometry,0.0
AP_alluri_2024,Alluri Sitharama Raju,2024,AP_alluri_2024_geometry,0.0
CG_kanker_2001,Kanker,2001,CG_kanker_2001_geometry,0.0
KA_chikka_2011,Chikkamagaluru,2024,KA_chikka_2011_geometry,0.0
MP_katni_2001,Katni,2001,MP_katni_2001_geometry,0.0
MN_kangpo_2024,Kangpokpi,2024,MN_kangpo_2024_geometry,0.0
GJ_ahmeda_1961,Ahmedabad,1961,GJ_ahmeda_1961_geometry,0.0
TN_thanja_1951,Thanjavur,1991,TN_thanja_1951_geometry,0.0
OD_baudh_1951,Phulbani,1951,OD_baudh_1951_geometry,0.0
HR_nuh_2011,Nuh,2024,HR_nuh_2011_geometry,0.0
MP_niwari_2024,Niwari,2024,MP_niwari_2024_geometry,0.0
JK_pulwam_1981,Pulwama,1981,JK_pulwam_1981_geometry,0.0
TN_tiruch_1971,Tiruchchirappalli,2001,TN_tiruch_1971_geometry,0.0
WB_darjil_1971,Darjiling,1981,WB_darjil_1971_geometry,0.0
SK_north_2001,North,2001,SK_north_2001_geometry,0.0
MZ_mizora_1951,Mizo Hills,1961,MZ_mizora_1951_geometry,0.0
TN_thanja_1951,Thanjavur,1961,TN_thanja_1951_geometry,0.0
MN_churac_1991,Churachandpur,1991,MN_churac_1991_geometry,0.0
AS_westka_2024,West Karbi Anglong,2024,AS_westka_2024_geometry,0.0
MH_kolaba_1971,Kolaba,1971,MH_kolaba_1971_geometry,0.0
WB_malda_1971,Malda,1971,WB_malda_1971_geometry,0.0
PB_bhatin_1951,Bathinda,1981,PB_bhatin_1951_geometry,0.0
CG_sukma_2024,Sukma,2024,CG_sukma_2024_geometry,0.0
NL_wokha_1981,Wokha,1981,NL_wokha_1981_geometry,0.0
MZ_hnathi_2024,Hnathial,2024,MZ_hnathi_2024_geometry,0.0
SK_north_2001,North,2011,SK_north_2001_geometry,0.0
HR_karnal_1951,Karnal,1971,HR_karnal_1951_geometry,0.0
TG_warang_1951,Warangal Rural,2024,TG_warang_1951_geometry,0.0
MH_dharas_1981,Osmanabad,1981,MH_dharas_1981_geometry,0.0
HR_fateha_2001,Fatehabad,2001,HR_fateha_2001_geometry,0.0
HR_sonipa_1981,Sonipat,1981,HR_sonipa_1981_geometry,0.0
JK_srinag_1961,Srinagar,1971,JK_srinag_1961_geometry,0.0
HR_karnal_1951,Karnal,1981,HR_karnal_1951_geometry,0.0
GJ_gandhi_1971,Gandhinagar,1971,GJ_gandhi_1971_geometry,0.0
BR_pashch_1981,Pashchim Champaran,1981,BR_pashch_1981_geometry,0.0
NL_tuensa_1951,Tuensang,1951,NL_tuensa_1951_geometry,0.0
TN_theni_2001,Theni,2001,TN_theni_2001_geometry,0.0
PB_patial_1951,Patiala,2001,PB_patial_1951_geometry,0.0
KL_kannur_1961,Cannanore,1971,KL_kannur_1961_geometry,0.0
KL_thiruv_1951,Trivandrum,1981,KL_thiruv_1951_geometry,0.0
UP_varana_1951,Varanasi,1961,UP_varana_1951_geometry,0.0
PB_jaland_1971,Jalandhar,1991,PB_jaland_1971_geometry,0.0
UK_chamol_1961,Chamoli,1961,UK_chamol_1961_geometry,0.0
HP_una_1981,Una,1981,HP_una_1981_geometry,0.0
WB_maldah_1981,Maldah,1981,WB_maldah_1981_geometry,0.0
NC_north_2001,North,2001,NC_north_2001_geometry,0.0
MH_jalna_1991,Jalna,1991,MH_jalna_1991_geometry,0.0
TN_salem_1961,Salem,1991,TN_salem_1961_geometry,0.0
AS_barpet_1991,Barpeta,2001,AS_barpet_1991_geometry,0.0
KA_udupi_2001,Udupi,2001,KA_udupi_2001_geometry,0.0
AS_sivasa_1981,Sibsagar,1981,AS_sivasa_1981_geometry,0.0
AR_kurung_2011,Kurung Kumey,2011,AR_kurung_2011_geometry,0.0
AS_majuli_2024,Majuli,2024,AS_majuli_2024_geometry,0.0
RJ_udaipu_1951,Udaipur,1991,RJ_udaipu_1951_geometry,0.0
TG_warang_1951,Warangal Urban (Hanamkonda),2024,TG_warang_1951_geometry,0.0
ML_westkh_1981,West Khasi Hills,2011,ML_westkh_1981_geometry,0.0
MH_washim_2001,Washim,2001,MH_washim_2001_geometry,0.0
GJ_narmad_2001,Narmada,2001,GJ_narmad_2001_geometry,0.0
CG_bastar_1991,Bastar,1991,CG_bastar_1991_geometry,0.0
JH_ramgar_2011,Ramgarh,2011,JH_ramgar_2011_geometry,0.0
HR_panipa_1991,Panipat,1991,HR_panipa_1991_geometry,0.0
